"X","Deal.Type","Primary.Asset.Type","Investors.Buyers.Firms.","Bought.From.Sellers.Firms.","Asset.Cities","Assets.Types","Assets","Buyer.Type","Seller.Type","Deal.Size.Usd.Mn.","No.Of.Assets","Total.Size.Sq.Ft.","distance.x","Year_Month","Town","distance","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate.Own.children.under.6.years","Estimate.Own.children.6.to.17.years","Estimate.Car..truck..or.van....drove.alone","Estimate.Car..truck..or.van....carpooled","Estimate.Public.transportation..excluding.taxicab.","Estimate.Walked","Estimate.Worked.at.home","Estimate.Mean.travel.time.to.work..minutes.","Estimate.Management..business..science..and.arts.occupations","Estimate.Service.occupations","Estimate.Sales.and.office.occupations","Estimate.Natural.resources..construction..and.maintenance.occupations","Estimate.Production..transportation..and.material.moving.occupations","Estimate.Agriculture..forestry..fishing.and.hunting..and.mining","Estimate.Construction","Estimate.Manufacturing","Estimate.Wholesale.trade","Estimate.Retail.trade","Estimate.Transportation.and.warehousing..and.utilities","Estimate.Information","Estimate.Finance.and.insurance..and.real.estate.and.rental.and.leasing","Estimate.Professional..scientific..and.management..and.administrative.and.waste.management.services","Estimate.Educational.services..and.health.care.and.social.assistance","Estimate.Arts..entertainment..and.recreation..and.accommodation.and.food.services","Estimate.Other.services..except.public.administration","Estimate.Public.administration","Estimate.Private.wage.and.salary.workers","Estimate.Government.workers","Estimate.Self.employed.in.own.not.incorporated.business.workers","Estimate.Unpaid.family.workers","Estimate.Median.household.income..dollars.","Estimate.With.earnings","Estimate.With.Social.Security","Estimate.With.retirement.income","Estimate.With.Supplemental.Security.Income","Estimate.With.cash.public.assistance.income","Estimate.With.Food.Stamp.SNAP.benefits.in.the.past.12.months","Estimate.With.health.insurance.coverage","Estimate.With.health.insurance.coverage..With.private.health.insurance","Estimate.With.health.insurance.coverage..With.public.coverage","Estimate.No.health.insurance.coverage","Opportunity_Zone","Year","Address","longitude","latitude","long_center","lat_center","sanity_check","full_address","lat.census.town","lon.census.town"
512,"Single Asset","Office","Beacon Capital Partners","Kennedy Wilson","Los Angeles","Office","5161 Lankershim Boulevard","Fund Manager","Fund Manager",69,NA,205286,NA,"2017-05","Los Angeles",17305.6444604556,0.91,6712694,6408124,304570,4.5,679216.610326013,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"5161 Lankershim Boulevard, Los Angeles, California",-118.3747284,34.1642783,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
516,"Single Asset","Residential","Berkshire Residential Investments","CalPERS - California Public Employees' Retirement System","Los Angeles","Multi-Family, Residential, Retail","Met Lofts","Fund Manager","Investor",128.5,NA,NA,NA,"2017-05","Los Angeles",2284.63332845288,0.91,6712694,6408124,304570,4.5,679216.610326013,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Met Lofts, Los Angeles, California",-118.2638996,34.0429866,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
524,"Single Asset","Office","DLJ Real Estate Capital Partners","Unidentified Seller/s","Los Angeles","Office, Creative/Loft","800-810 Traction Avenue","Fund Manager","Other",20,NA,65500,NA,"2017-05","Los Angeles",1151.02477381012,0.91,6712694,6408124,304570,4.5,679216.610326013,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"800-810 Traction Avenue, Los Angeles, California",-118.2359873,34.0450095,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
525,"Single Asset","Land","Varde Partners, Harridge Development Group","Shopoff Realty Investments","Los Angeles","Land, Development Site","333 North Prairie Avenue","Fund Manager","Fund Manager",33.75,NA,749232,NA,"2017-05","Los Angeles",13482.315792055,0.91,6712694,6408124,304570,4.5,679216.610326013,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"333 North Prairie Avenue, Los Angeles, California",-118.3442387,33.9665516,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
537,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Single Family, Residential","170 S Westgate Ave","Other","Fund Manager",4.883,1,6620,NA,"2017-05","Los Angeles",21124.8930729951,0.91,6712694,6408124,304570,4.5,679216.610326013,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"170 S Westgate Ave, Los Angeles, California",-118.4716491,34.0610765,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
542,"Single Asset","Residential","Unidentified Buyer/s","IMT Capital","Los Angeles","Residential, Multi-Family","IMT Beverly Arnaz","Other","Fund Manager",4.883,NA,NA,NA,"2017-05","Los Angeles",13066.5353218784,0.91,6712694,6408124,304570,4.5,679216.610326013,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"IMT Beverly Arnaz, Los Angeles, California",-118.3830424,34.0702168,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
543,"Single Asset","Residential","Unidentified Buyer/s","IMT Capital","Los Angeles","Residential, Multi-Family","Granada Pointe","Other","Fund Manager",19.5,NA,NA,NA,"2017-05","Los Angeles",32773.1268951002,0.91,6712694,6408124,304570,4.5,679216.610326013,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Granada Pointe, Los Angeles, California",-118.470536,34.2798733,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
460,"Single Asset","Office","Starwood Capital Group, Artisan Ventures","DivcoWest","Los Angeles","Office","Continental Grand Plaza","Fund Manager, Fund Manager","Fund Manager",175,NA,492000,NA,"2017-06","Los Angeles",20121.9901296993,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Continental Grand Plaza, Los Angeles, California",-118.3902318,33.9205629,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
461,"Single Asset","Residential","Unidentified Buyer/s","Vista Investment Group","Los Angeles","Multi-Family, Residential, Mid/High Rise Multi-Family","Avondale Hollywood","Other","Fund Manager",11.5,NA,37900,NA,"2017-06","Los Angeles",9878.08507068147,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Avondale Hollywood, Los Angeles, California",-118.3304341,34.1046967,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
462,"Single Asset","Residential","Unidentified Buyer/s","Vista Investment Group","Los Angeles","Residential, Multi-Family, Garden/Low Rise Multi-Family","Sunset Formosa","Other","Fund Manager",12.2,NA,24829,NA,"2017-06","Los Angeles",10793.656453987,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Sunset Formosa, Los Angeles, California",-118.3464373,34.0987215,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
463,"Single Asset","Mixed Use","Arc Capital Partners, Belay Investment Group","Unidentified Seller/s","Los Angeles","Distribution Warehouse, Industrial, Creative/Loft, Office, Restaurant, Retail","The Jones Building","Fund Manager, Fund Manager","Other",12.2,NA,30300,NA,"2017-06","Los Angeles",135.91666741343,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"The Jones Building, Los Angeles, California",-118.242643,34.0549076,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
466,"Single Asset","Land","CGI Strategies","Unidentified Seller/s","Los Angeles","Land, Development Site, Multi-Family, Residential","834 South Mariposa Avenue","Fund Manager","Other",10.5,NA,38500,NA,"2017-06","Los Angeles",5140.21915148094,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"834 South Mariposa Avenue, Los Angeles, California",-118.2983822,34.056689,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
478,"Single Asset","Office","Stockbridge Capital Group, Harbor Associates","Unidentified Seller/s","Los Angeles","Office","Bespoke Century City","Fund Manager, Fund Manager","Other",14.7,NA,36252,NA,"2017-06","Los Angeles",15760.7991530598,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Bespoke Century City, Los Angeles, California",-118.413542,34.0487179,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
497,"Single Asset","Residential","Decron Properties","Sequoia Equities","Los Angeles","Residential, Multi-Family","Sofi at Wood Ranch","Fund Manager","Investor",14.7,NA,NA,NA,"2017-06","Los Angeles",35590.3635603082,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Sofi at Wood Ranch, Los Angeles, California",-118.5559338,34.2408924,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
505,"Single Asset","Industrial","LBA Realty","Unidentified Seller/s","Los Angeles","Industrial, Distribution Warehouse","4440 East 26th Street","Fund Manager","Other",28.6,NA,220000,NA,"2017-06","Los Angeles",8078.93859998788,1.04,6719830,6416653,303177,4.5,691569.823740283,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"4440 East 26th Street, Los Angeles, California",-118.1808341,34.0023822,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
402,"Single Asset","Residential","Rockpoint Group, Strategic Housing Partners","Unidentified Seller/s","Los Angeles","Residential, Multi-Family","Marathon Towers","Fund Manager","Other",28.6,NA,NA,NA,"2017-07","Los Angeles",5585.44071675238,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Marathon Towers, Los Angeles, California",-118.2907223,34.0843409,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
405,"Single Asset","Residential","Unidentified Buyer/s","Lion Real Estate Group","Los Angeles","Residential, Multi-Family","118-124 North Park View Street","Other","Fund Manager",9.1,NA,NA,NA,"2017-07","Los Angeles",3273.93027349422,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"118-124 North Park View Street, Los Angeles, California",-118.2733336,34.068647,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
409,"Single Asset","Industrial","Terreno Realty Corporation","Unidentified Seller/s","Los Angeles","Distribution Warehouse, Industrial, Logistics, Manufacturing","1215 West Walnut Street","Fund Manager","Other",9.4,NA,57671,NA,"2017-07","Los Angeles",19719.8521579997,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"1215 West Walnut Street, Los Angeles, California",-118.2433428,33.8765451,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
417,"Single Asset","Residential","Monday Properties","Unidentified Seller/s","Los Angeles","Office, Multi-Family","Century City","Fund Manager","Other",35,NA,46685,NA,"2017-07","Los Angeles",15997.3471596173,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Century City, Los Angeles, California",-118.4162157,34.0531973,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
420,"Single Asset","Office","Camphor Partners","Colony Capital","Los Angeles","Office","Bridgegate Plaza","Fund Manager","Investor",28,NA,134858,NA,"2017-07","Los Angeles",135.91666741343,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Bridgegate Plaza, Los Angeles, California",-118.242643,34.0549076,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
424,"Single Asset","Residential","Unidentified Buyer/s","Triwest Development","Los Angeles","Single Family, Residential","320 North Gunston Drive","Other","Fund Manager",12,1,28707,NA,"2017-07","Los Angeles",21109.0205502387,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"320 North Gunston Drive, Los Angeles, California",-118.4705087,34.0727374,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
430,"Single Asset","Office","Westport Capital Partners","Unidentified Seller/s","Los Angeles","Office","5830 Rodeo Road","Fund Manager","Other",15,NA,40000,NA,"2017-07","Los Angeles",12578.2872665974,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"5830 Rodeo Road, Los Angeles, California",-118.3734449,34.0214315,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
437,"Single Asset","Office","Colony Capital, Rising Realty Partners","Madison International Realty, Beacon Capital","Los Angeles","Office","One California Plaza","Investor, Fund Manager","Fund Manager, Fund Manager",459,NA,1003000,NA,"2017-07","Los Angeles",817.601638778208,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"One California Plaza, Los Angeles, California",-118.2514745,34.0523179,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
445,"Single Asset","Residential","Triwest Development","Unidentified Seller/s","Los Angeles","Multi-Family, Residential, Garden/Low Rise Multi-Family","3329 Merced Street","Fund Manager","Other",459,1,2703,NA,"2017-07","Los Angeles",4653.19758880293,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"3329 Merced Street, Los Angeles, California",-118.2232173,34.0922275,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
448,"Portfolio","Industrial","Terreno Realty Corporation","Unidentified Seller/s","Los Angeles","Industrial, Distribution Warehouse","12803 Telegraph Road, 12828 Romandel Avenue","Fund Manager","Other",14.9,NA,80567,NA,"2017-07","Los Angeles",21024.5074934396,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"12803 Telegraph Road, Los Angeles, California",-118.0586711,33.9424429,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
451,"Single Asset","Industrial","Lasalle Investment Management, Realterm","Unidentified Seller/s","Los Angeles","Distribution Warehouse, Industrial, Logistics","600 Live Oak Avenue","Fund Manager, Fund Manager","Other",14.9,NA,108450,NA,"2017-07","Los Angeles",21617.2602412715,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"600 Live Oak Avenue, Los Angeles, California",-118.0179353,34.1087756,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
453,"Single Asset","Residential","Prana Investments","Lion Real Estate Group","Los Angeles","Residential, Multi-Family, Mid/High Rise Multi-Family","Kingsley Tower","Fund Manager","Fund Manager",8.7,NA,31575,NA,"2017-07","Los Angeles",5811.85832068788,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Kingsley Tower, Los Angeles, California",-118.3031824,34.0685441,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
454,"Single Asset","Residential","Sussex Capital Group","Monterra Technology Inc.","Los Angeles","Residential, Multi-Family","The Hillpointe Luxury Apartments","Fund Manager","Other",13.4,NA,23734,NA,"2017-07","Los Angeles",10606.0513114263,1.15,6726367,6424496,301871,4.5,702203.648530488,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"The Hillpointe Luxury Apartments, Los Angeles, California",-118.3341814,34.111527,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
360,"Single Asset","Hotel","Goldman Sachs Asset Management, Kor Realty Group, LLC","Unidentified Seller/s","Los Angeles","Hotel, Full Service","Custom Hotel","Fund Manager","Other",33,NA,NA,NA,"2017-08","Los Angeles",19374.4236200035,1.16,6731154,6431088,300066,4.5,701971.777310087,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Custom Hotel, Los Angeles, California",-118.4187291,33.9587527,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
365,"Single Asset","Residential","Stratford Partners","TruAmerica Multifamily","Los Angeles","Residential, Multi-Family","NOVO","Fund Manager","Fund Manager",29.25,NA,109131,NA,"2017-08","Los Angeles",2286.09497706867,1.16,6731154,6431088,300066,4.5,701971.777310087,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"NOVO, Los Angeles, California",-118.2649917,34.0446014,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
367,"Single Asset","Office","Pacific Reach Properties","Majestic Asset Management","Los Angeles","Office","Sherman Plaza","Fund Manager","Fund Manager",61.9,NA,267000,NA,"2017-08","Los Angeles",26442.8641284003,1.16,6731154,6431088,300066,4.5,701971.777310087,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Sherman Plaza, Los Angeles, California",-118.4682329,34.2006292,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
378,"Single Asset","Office","Miramar Capital","Continental Development Group","Los Angeles","Office","1899 Western Way","Fund Manager","Fund Manager",19,NA,75711,NA,"2017-08","Los Angeles",23617.4864954687,1.16,6731154,6431088,300066,4.5,701971.777310087,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"1899 Western Way, Los Angeles, California",-118.3121218,33.8494807,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
381,"Single Asset","Hotel","Commerzbank","KHP Capital Partners","Los Angeles","Hotel, Full Service, Car Park","Kimpton Everly Hotel","Fund Manager","Fund Manager",141.5,NA,NA,NA,"2017-08","Los Angeles",9400.44889749416,1.16,6731154,6431088,300066,4.5,701971.777310087,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Kimpton Everly Hotel, Los Angeles, California",-118.3247527,34.1038877,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
394,"Single Asset","Industrial","Sagard","Unidentified Seller/s","Los Angeles","Industrial, Distribution Warehouse","341-345 North Baldwin Park Boulevard","Fund Manager","Other",20.86,NA,165681,NA,"2017-08","Los Angeles",23150.1293121375,1.16,6731154,6431088,300066,4.5,701971.777310087,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"341-345 North Baldwin Park Boulevard, Los Angeles, California",-117.9917918,34.0572293,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
397,"Single Asset","Industrial","Penwood Real Estate Investment Management, Western Realco","Colony Capital","Los Angeles","Industrial, Distribution Warehouse","Monarch Industrial","Fund Manager, Fund Manager","Investor",27,NA,276600,NA,"2017-08","Los Angeles",2013.04022969394,1.16,6731154,6431088,300066,4.5,701971.777310087,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"Monarch Industrial, Los Angeles, California",-118.2378105,34.0360798,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
345,"Single Asset","Office","Vanbarton Group","CIM Group","Los Angeles","Creative/Loft, Office","7083 Hollywood Boulevard","Fund Manager","Fund Manager",42,NA,144195,NA,"2017-09","Los Angeles",10790.8628951419,1.15,6733268,6435632,297636,4.4,697474.590246847,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"7083 Hollywood Boulevard, Los Angeles, California",-118.3443526,34.1018232,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
348,"Single Asset","Residential","Triwest Development","Unidentified Seller/s","Los Angeles","Multi-Family, Residential, Garden/Low Rise Multi-Family","2434 West Avenue 32","Fund Manager","Other",42,1,8920,NA,"2017-09","Los Angeles",6197.58549511962,1.15,6733268,6435632,297636,4.4,697474.590246847,2017,"262092","521744","1389077","181432","178151","65878","126091",31.8,"778394","425268","443830","157005","245216",6831,123495,161474,52443,199522,107406,124117,120246,304501,395625,260980,143747,49326,1623446,185697,237600,2970,60197,1150306,300475,129695,91296,50857,128464,3558326,2189601,1615106,416569,1,2017,"2434 West Avenue 32, Los Angeles, California",-118.2351061,34.1090021,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
