"","Deal Name","Deal Date","Deal Type","Primary Location","Primary Asset Type","Deal Overview","Investors Buyers Firms ","Bought From Sellers Firms ","Asset Regions","Asset Countries","Asset States","Asset Cities","Assets Types","Assets","Buyer Type","Seller Type","Deal Size Usd Mn ","No Of Assets","Total Size Sq Ft ","distance.x","Year_Month","Town","distance","Date","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate Population 16 years and over","Estimate In labor force","Estimate In labor force!!Civilian labor force","Estimate In labor force Employed","Estimate In labor force Unemployed","Estimate In labor force!!Armed Forces","Estimate Not in labor force","Estimate Civilian labor force","Estimate Females 16 years and over","Estimate Own children under 6 years","Estimate All parents in family in labor force","Estimate Own children 6 to 17 years","Estimate Workers 16 years and over","Estimate Car, truck, or van -- drove alone","Estimate Car, truck, or van -- carpooled","Estimate Public transportation (excluding taxicab)","Estimate Walked","Estimate Other means","Estimate Worked at home","Estimate Mean travel time to work (minutes)","Estimate Civilian employed population 16 years and over","Estimate Management, business, science, and arts occupations","Estimate Service occupations","Estimate Sales and office occupations","Estimate Natural resources, construction, and maintenance occupations","Estimate Production, transportation, and material moving occupations","Estimate Civilian employed population 16 years and over.1","Estimate Agriculture, forestry, fishing and hunting, and mining","Estimate Construction","Estimate Manufacturing","Estimate Wholesale trade","Estimate Retail trade","Estimate Transportation and warehousing, and utilities","Estimate Information","Estimate Finance and insurance, and real estate and rental and leasing","Estimate Professional, scientific, and management, and administrative and waste management services","Estimate Educational services, and health care and social assistance","Estimate Arts, entertainment, and recreation, and accommodation and food services","Estimate Other services, except public administration","Estimate Public administration","Estimate Civilian employed population 16 years and over.2","Estimate Private wage and salary workers","Estimate Government workers","Estimate Self-employed in own not incorporated business workers","Estimate Unpaid family workers","Estimate Total households","Estimate Less than $10,000","Estimate $10,000 to $14,999","Estimate $15,000 to $24,999","Estimate $25,000 to $34,999","Estimate $35,000 to $49,999","Estimate $50,000 to $74,999","Estimate $75,000 to $99,999","Estimate $100,000 to $149,999","Estimate $150,000 to $199,999","Estimate $200,000 or more","Estimate Median household income (dollars)","Estimate Mean household income (dollars)","Estimate With earnings","Estimate With earnings!!Mean earnings (dollars)","Estimate With Social Security","Estimate With Social Security!!Mean Social Security income (dollars)","Estimate With retirement income","Estimate With retirement income!!Mean retirement income (dollars)","Estimate With Supplemental Security Income","Estimate With Supplemental Security Income!!Mean Supplemental Security Income (dollars)","Estimate With cash public assistance income","Estimate With cash public assistance income!!Mean cash public assistance income (dollars)","Estimate With Food Stamp/SNAP benefits in the past 12 months","Estimate Families","Estimate Median family income (dollars)","Estimate Mean family income (dollars)","Estimate Per capita income (dollars)","Estimate Nonfamily households","Estimate Median nonfamily income (dollars)","Estimate Mean nonfamily income (dollars)","Estimate Median earnings for workers (dollars)","Estimate Median earnings for male full-time, year-round workers (dollars)","Estimate Median earnings for female full-time, year-round workers (dollars)","Estimate Civilian noninstitutionalized population","Estimate With health insurance coverage","Estimate With health insurance coverage!!With private health insurance","Estimate With health insurance coverage!!With public coverage","Estimate No health insurance coverage","Estimate Civilian noninstitutionalized population under 18 years","Estimate Civilian noninstitutionalized population 18 to 64 years","Estimate In labor force.1","Estimate In labor force!!Employed","Estimate In labor force With health insurance coverage","Estimate In labor force With health insurance coverage!!With private health insurance","Estimate In labor force With health insurance coverage!!With public coverage","Estimate In labor force No health insurance coverage","Estimate In labor force!!Unemployed","Estimate In labor force With health insurance coverage.1","Estimate In labor force With health insurance coverage!!With private health insurance.1","Estimate In labor force With health insurance coverage!!With public coverage.1","Estimate In labor force No health insurance coverage.1","Estimate Not in labor force.1","Estimate Not in labor force!!With health insurance coverage","Estimate Not in labor force With private health insurance","Estimate Not in labor force With public coverage","Estimate Not in labor force!!No health insurance coverage","Estimate All families","Estimate All families!!With related children under 18 years","Estimate All families With related children under 5 years only","Estimate Married couple families","Estimate Married couple families!!With related children under 18 years","Estimate Married couple families With related children under 5 years only","Estimate Families with female householder, no husband present","Estimate Families with female householder, no husband present!!With related children under 18 years","Estimate Families with female householder, no husband present With related children under 5 years only","Estimate Under 18 years!!Related children under 18 years","Estimate Under 18 years Related children under 5 years","Estimate Under 18 years Related children 5 to 17 years","Opportunity_Zone"
"2840","Country Club Business Park",2011-02-15,"Single Asset","US","Office","In February 2011, Citivest Commercial Investments acquired Country Club Business Park from an unidentified seller. The office property is located in Palm Desert, CA, US.","Citivest Commercial Investments","Unidentified Seller/s","North America","US","CA","Palm Desert","Office","Country Club Business Park","Fund Manager","Other",3.1,NA,25000,NA,"2011-02","Indio",17571.4148027005,2011-02-01,0.16,"1860039","1607535","252504","13.6",189068.490708997,"2011","56387","35143","35143","28673","6470","0","21244","35143","30612","7384","5236","14747","27740","21859","3597","449","521","262","1052","23.2","N","N","N","N","N","N","28673","603","2396","1027","797","4774","983","250","706","3648","5811","5048","1218","1412","28673","22275","4283","1995","120","23812","2231","1732","2914","3067","3500","3092","2861","3467","207","741","41082","61436","17056","57198","7229","17825","4080","28180","1604","8450","1153","3650","2952","18352","48069","63493","19748","5460","18175","42937","22020","36812","31768","77266","60160","39356","28598","17106","23878","42898","33596","27974","19591","18381","1413","8383","5622","3301","1940","1454","2321","9302","5839","3289","2888","3463","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2841","Enclave at Adobe Creek",2011-02-12,"Single Asset","US","Residential","In February 2011, Kennedy Wilson, on behalf of its Kennedy Wilson Property Fund III, and DRA Advisors, on behalf of its DRA Growth & Income Fund VI, acquired Enclave at Adobe Creek from a joint venture between Abacus Capital Group and Mount Auburn Capital. The residential complex is located in Petaluma, CA, US.","DRA Advisors, Kennedy Wilson","Abacus Capital Group, Mount Auburn Capital","North America","US","CA","Petaluma","Residential, Multi-Family","Enclave at Adobe Creek","Fund Manager, Fund Manager","Fund Manager, Fund Manager",68,NA,NA,NA,"2011-02","Santa Rosa",24116.8248942845,2011-02-01,0.16,"244181","218051","26130","10.7",333943.033174522,"2011","134301","86922","86922","76946","9976","0","47379","86922","66213","10774","7146","28375","75132","59892","6835","1183","2700","1797","2725","21.3","76946","28356","13454","20234","5874","9028","76946","1620","3206","9502","2378","9866","1928","1102","6547","8466","17952","6789","3853","3737","76946","59118","10366","7353","109","61489","3118","2390","7076","5131","8294","13080","7037","8037","4253","3073","60730","76444","47201","77774","17525","17062","13140","25384","2636","12557","1851","3932","4267","37180","69012","88220","29046","24309","41788","53282","33842","50474","47929","167668","141452","108627","49903","26216","40421","105493","83347","73844","61175","58109","4128","12669","9503","5220","3857","1505","4283","22146","16484","10261","7459","5662","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2842","Painter Commerce Center",2011-02-11,"Single Asset","US","Industrial","In February 2011, Overton Moore Properties acquired Painter Commerce Center from an unidentified seller. The industrial property is located in Santa Fe Springs, CA, US.","Overton Moore Properties","Unidentified Seller/s","North America","US","CA","Santa Fe Springs","Industrial, Distribution Warehouse","Painter Commerce Center","Fund Manager","Other",NA,NA,214614,NA,"2011-02","South Whittier",3936.13078345168,2011-02-01,0.16,"6484702","5728605","756097","11.7",NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2843","Parkpoint Business Center",2011-02-10,"Single Asset","US","Office","In February 2011, a joint venture between Appian Capital and Presidio Development Partners acquired Parkpoint Business Center from CWCapital. The office complex located in Santa Rosa, CA, US.","Appian Capital, Presidio Development Partners","CWCapital","North America","US","CA","Santa Rosa","Office","Parkpoint Business Center","Fund Manager","Fund Manager",NA,NA,70000,NA,"2011-02","Santa Rosa",0,2011-02-01,0.16,"244181","218051","26130","10.7",333943.033174522,"2011","134301","86922","86922","76946","9976","0","47379","86922","66213","10774","7146","28375","75132","59892","6835","1183","2700","1797","2725","21.3","76946","28356","13454","20234","5874","9028","76946","1620","3206","9502","2378","9866","1928","1102","6547","8466","17952","6789","3853","3737","76946","59118","10366","7353","109","61489","3118","2390","7076","5131","8294","13080","7037","8037","4253","3073","60730","76444","47201","77774","17525","17062","13140","25384","2636","12557","1851","3932","4267","37180","69012","88220","29046","24309","41788","53282","33842","50474","47929","167668","141452","108627","49903","26216","40421","105493","83347","73844","61175","58109","4128","12669","9503","5220","3857","1505","4283","22146","16484","10261","7459","5662","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2844","Best Western Tuscan Inn",2011-02-10,"Single Asset","US","Hotel","In February 2011, Walnut Hill Group acquired Best Western Tuscan Inn from a joint venture between Abacus Lodging Investors and an unidentified seller. The hotel property is located in San Francisco, CA, US.","Walnut Hill Group","Unidentified Seller/s, Abacus Lodging Investors","North America","US","CA","San Francisco","Hotel","Hotel Zoe Fisherman's Wharf","Fund Manager","Other",52,NA,NA,NA,"2011-02","San Francisco",0,2011-02-01,0.16,"2319759","2096803","222956","9.6",717533.340013766,"2011","714891","487173","486947","450686","36261","226","227718","486947","351536","40862","29299","62986","437125","164570","32015","137914","43121","25244","34261","29.6","450686","228173","83557","97276","17638","24042","450686","660","16200","26989","8446","49862","16775","19170","36213","94787","83822","58235","25360","14167","450686","357165","50280","42414","827","342706","23534","20605","31116","24448","31642","48980","36945","55560","27365","42511","69894","102831","273789","107825","77028","15428","40763","26821","26570","10355","10686","4869","16033","157073","83540","121254","44905","185633","58528","84902","41192","66031","54491","807662","717556","562440","220607","90106","109165","588179","470176","434867","382356","357417","30916","52511","35309","23768","16526","8493","11541","118003","97376","60524","41560","20627","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2845","17352 Von Karman Avenue",2011-02-07,"Single Asset","US","Industrial","In February 2011, Marathon Asset Management sold 17352 Von Karman Avenue to Equus Products Inc. The industrial property is located in Irvine, CA, US.","Unidentified Buyer/s","Marathon Asset Management","North America","US","CA","Irvine","Industrial","17352 Von Karman Avenue","Other","Fund Manager",8.65,NA,95005,NA,"2011-02","Irvine",0,2011-02-01,0.16,"6484702","5728605","756097","11.7",597365.582977611,"2011","172581","112896","112848","104754","8094","48","59685","112848","90213","13424","7647","35027","101744","81024","6166","1239","3896","1462","7957","22.3","104754","65771","8614","24102","3220","3047","104754","505","2049","14755","3766","9148","1643","3701","12646","17447","24775","7538","4098","2683","104754","84427","11227","8927","173","75284","5821","1903","3735","4746","5780","10867","8082","14816","8590","10944","87484","108576","65429","112608","10013","17774","6213","24816","2076","8363","1269","6327","972","50940","104954","127600","39027","24344","60506","67203","48464","90132","59715","214265","194335","175437","29650","19930","49675","148767","108739","101197","92015","90456","2586","9182","7542","4927","4398","697","2615","40028","34594","31307","4513","5434","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"2846","Tribeca West",2011-02-04,"Single Asset","US","Office","In February 2011, Ocean West Capital Partners acquired Tribeca West from Broadreach Capital Partner, on behalf of its Broadreach Capital Partners fund. The office complex is located in Los Angeles, CA, US.","Ocean West Capital Partners","Broadreach Capital Partners","North America","US","CA","Los Angeles","Office, Leisure/Entertainment","Tribeca West","Fund Manager","Fund Manager",58,NA,151008,NA,"2011-02","Los Angeles",0,2011-02-01,0.16,"6484702","5728605","756097","11.7",430423.000245557,"2011","3066775","2023343","2022183","1763336","258847","1160","1043432","2022183","1552206","286799","177778","528164","1719980","1151024","169131","196576","65719","39951","97579","29.3","1763336","621941","375863","406793","146350","212389","1763336","10043","106920","160306","49762","185583","71010","99327","109984","236405","350446","210865","129376","43309","1763336","1379077","175568","206473","2218","1304145","118345","93774","168849","137444","170087","205904","133627","145249","58646","72220","46148","72787","1059659","73884","269015","15124","121669","25683","96275","9395","63224","5288","106537","784321","50588","80947","26148","519824","35681","56465","24751","36413","36878","3793045","2811386","1833178","1191877","981659","852899","2541153","1933903","1689253","1129527","1020023","130867","559726","244650","118473","72053","50093","126177","607250","404443","229171","193722","202807","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2847","1050 Arroyo Avenue",2011-02-02,"Single Asset","US","Industrial","In February 2011, Rexford Industrial acquired 1050 Arroyo Avenue from Samco Scientific LLC. The industrial property is located in San Fernando, CA, US.","Rexford Industrial","Unidentified Seller/s","North America","US","CA","San Fernando","Industrial","1050 Arroyo Avenue","Fund Manager","Other",3.38,NA,77892,NA,"2011-02","Burbank",16660.1144072311,2011-02-01,0.16,"6484702","5728605","756097","11.7",433017.29357729,"2011","84495","58283","58283","53414","4869","0","26212","58283","45743","6482","4883","14680","50832","39463","4541","1343","1136","1326","3023","26.1","53414","24570","8318","14155","2673","3698","53414","0","1397","4990","1024","4258","1607","6248","4616","6507","12152","6037","3572","1006","53414","41772","5835","5691","116","39445","1629","2526","3831","3846","3808","7729","6001","5611","3077","1387","64147","75389","32464","75726","9426","15788","4055","26448","3594","10370","1026","3750","1434","24428","76344","87957","29843","15017","36298","52413","36174","55656","45173","103790","86656","70826","22704","17134","21695","67823","55751","51140","40359","39074","1448","10781","4611","2080","1755","325","2531","12072","9556","6364","3609","2516","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2848","Glendale Apartments",2011-02-01,"Single Asset","US","Residential","In February 2011, IMT Capital, on behalf of its IMT Capital Fund II, acquired Glendale Apartments from an unidentified seller. The residential property is located in Glendale, CA, US.","IMT Capital","Unidentified Seller/s","North America","US","CA","Los Angeles","Residential, Multi-Family, Garden/Low Rise Multi-Family","Glendale Apartments","Fund Manager","Other",NA,NA,55240,NA,"2011-02","Los Angeles",0,2011-02-01,0.16,"6484702","5728605","756097","11.7",430423.000245557,"2011","3066775","2023343","2022183","1763336","258847","1160","1043432","2022183","1552206","286799","177778","528164","1719980","1151024","169131","196576","65719","39951","97579","29.3","1763336","621941","375863","406793","146350","212389","1763336","10043","106920","160306","49762","185583","71010","99327","109984","236405","350446","210865","129376","43309","1763336","1379077","175568","206473","2218","1304145","118345","93774","168849","137444","170087","205904","133627","145249","58646","72220","46148","72787","1059659","73884","269015","15124","121669","25683","96275","9395","63224","5288","106537","784321","50588","80947","26148","519824","35681","56465","24751","36413","36878","3793045","2811386","1833178","1191877","981659","852899","2541153","1933903","1689253","1129527","1020023","130867","559726","244650","118473","72053","50093","126177","607250","404443","229171","193722","202807","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2849","IMT Rancho Serrano Townhomes",2011-02-01,"Single Asset","US","Residential","In February 2011, IMT Capital, on behalf of its IMT Capital Fund II, acquired IMT Rancho Serrano Townhomes from an unidentified seller. The townhome apartment complex is located in Los Angeles, CA, US.","IMT Capital","Unidentified Seller/s","North America","US","CA","Los Angeles","Residential, Multi-Family, Garden/Low Rise Multi-Family","IMT Rancho Serrano Townhomes","Fund Manager","Other",NA,NA,NA,NA,"2011-02","Los Angeles",0,2011-02-01,0.16,"6484702","5728605","756097","11.7",430423.000245557,"2011","3066775","2023343","2022183","1763336","258847","1160","1043432","2022183","1552206","286799","177778","528164","1719980","1151024","169131","196576","65719","39951","97579","29.3","1763336","621941","375863","406793","146350","212389","1763336","10043","106920","160306","49762","185583","71010","99327","109984","236405","350446","210865","129376","43309","1763336","1379077","175568","206473","2218","1304145","118345","93774","168849","137444","170087","205904","133627","145249","58646","72220","46148","72787","1059659","73884","269015","15124","121669","25683","96275","9395","63224","5288","106537","784321","50588","80947","26148","519824","35681","56465","24751","36413","36878","3793045","2811386","1833178","1191877","981659","852899","2541153","1933903","1689253","1129527","1020023","130867","559726","244650","118473","72053","50093","126177","607250","404443","229171","193722","202807","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2850","Hills at Hacienda Heights",2011-02-01,"Single Asset","US","Residential","In February 2011, Carmel Partners, on behalf of its fund Carmel Partners Investment Fund III, acquired Hills at Hacienda Heights from an unidentified seller. The residential complex is located in Los Angeles, CA, US.","Carmel Partners","Unidentified Seller/s","North America","US","CA","Los Angeles","Residential, Multi-Family","Hills at Hacienda Heights","Fund Manager","Other",NA,NA,304975,NA,"2011-02","Los Angeles",0,2011-02-01,0.16,"6484702","5728605","756097","11.7",430423.000245557,"2011","3066775","2023343","2022183","1763336","258847","1160","1043432","2022183","1552206","286799","177778","528164","1719980","1151024","169131","196576","65719","39951","97579","29.3","1763336","621941","375863","406793","146350","212389","1763336","10043","106920","160306","49762","185583","71010","99327","109984","236405","350446","210865","129376","43309","1763336","1379077","175568","206473","2218","1304145","118345","93774","168849","137444","170087","205904","133627","145249","58646","72220","46148","72787","1059659","73884","269015","15124","121669","25683","96275","9395","63224","5288","106537","784321","50588","80947","26148","519824","35681","56465","24751","36413","36878","3793045","2811386","1833178","1191877","981659","852899","2541153","1933903","1689253","1129527","1020023","130867","559726","244650","118473","72053","50093","126177","607250","404443","229171","193722","202807","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2851","318 Fourth Avenue",2011-02-01,"Single Asset","US","Office","In February 2011, HP Investors acquired 318 Fourth Avenue from an unidentified seller. The office property is located in San Diego, CA,US.","HP Investors","Unidentified Seller/s","North America","US","CA","San Diego","Office","318 Fourth Avenue","Fund Manager","Other",NA,NA,60000,NA,"2011-02","San Diego",0,2011-02-01,0.16,"1516718","1354535","162183","10.7",431257.138048909,"2011","1068251","728830","695933","624028","71905","32897","339421","695933","528811","96192","57874","177479","641585","480296","60521","27292","18171","12462","42843","22.4","624028","275618","120997","145208","36482","45723","624028","2103","23358","56297","13005","67654","23031","13949","43738","95670","141825","71258","34766","37374","624028","470806","102310","50161","751","468194","32624","23358","45021","38544","56166","80262","61704","69405","30402","30708","60797","81144","384631","81896","100942","15361","67139","29179","21714","9288","11789","6765","27833","273391","73106","95617","30482","194803","44695","58055","32381","51758","42216","1286308","1058370","843260","316380","227938","288431","860822","667873","600349","479027","458493","32238","121322","67524","35287","25707","11009","32237","192949","144788","104491","49124","48161","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2852","68 Topeka Avenue",2011-02-01,"Single Asset","US","Residential","In February 2011, Calvera Partners acquired 68 Topeka Avenue from an unidentified seller. The residential complex is located in San Jose, CA, US.","Calvera Partners","Unidentified Seller/s","North America","US","CA","San Jose","Residential, Multi-Family","68 Topeka Avenue","Fund Manager","Other",NA,NA,NA,NA,"2011-02","San Jose",0,2011-02-01,0.16,"958410","862429","95981","10",431456.256548815,"2011","757949","514849","514641","459994","54647","208","243100","514641","379427","78808","52752","145135","449872","353092","45848","15854","8487","9915","16676","25.9","459994","184010","84431","105058","35594","50901","459994","2044","28421","89227","10554","50139","15625","11990","22460","73351","81564","40508","22459","11652","459994","385271","46327","28100","296","305460","13092","13368","24937","22465","32337","43759","39672","51306","31642","32882","76593","99062","260459","101010","64576","15980","38727","25776","18913","9842","10185","5584","20569","221168","85050","108640","32301","84292","45427","65012","36480","57852","51742","963900","829477","645162","246483","134423","232841","632464","496210","443495","371778","346920","29909","71717","52715","30875","21956","9882","21840","136254","105512","73360","36825","30742","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2853","Hotel Del Coronado",2011-01-28,"Single Asset","US","Hotel","In January 2011, Blackstone Group, on behalf of its fund, Blackstone Real Estate Partners VII, acquired a majority stake in Hotel Del Coronado from a joint venture between Strategic Hotels & Resort, KKR and KSL Resorts. The hotel and resort property is located in San Diego, CA, US.","Blackstone Group","KSL Resorts, Strategic Hotels & Resorts, KKR","North America","US","CA","Coronado","Hotel, Resort","Hotel Del Coronado","Fund Manager","Other, Other, Fund Manager",372.5,NA,NA,NA,"2011-01","San Diego",3164.44882510678,2011-01-01,0.17,"1516168","1352622","163546","10.8",432111.720197495,"2011","1068251","728830","695933","624028","71905","32897","339421","695933","528811","96192","57874","177479","641585","480296","60521","27292","18171","12462","42843","22.4","624028","275618","120997","145208","36482","45723","624028","2103","23358","56297","13005","67654","23031","13949","43738","95670","141825","71258","34766","37374","624028","470806","102310","50161","751","468194","32624","23358","45021","38544","56166","80262","61704","69405","30402","30708","60797","81144","384631","81896","100942","15361","67139","29179","21714","9288","11789","6765","27833","273391","73106","95617","30482","194803","44695","58055","32381","51758","42216","1286308","1058370","843260","316380","227938","288431","860822","667873","600349","479027","458493","32238","121322","67524","35287","25707","11009","32237","192949","144788","104491","49124","48161","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2854","Shops at Waterford",2011-01-27,"Single Asset","US","Retail","In January 2011, Loja Real Estate sold Shops at Waterford to American Realty Advisors. The retail property is located in Dublin, CA, US.","American Realty Advisors","Loja Real Estate","North America","US","CA","Dublin","Retail, Shopping Center, Neighbourhood Center","Shops at Waterford","Fund Manager","Fund Manager",NA,NA,125670,NA,"2011-01","Dublin",0,2011-01-01,0.17,"2318626","2092942","225684","9.6999999999999993",568366.923691577,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2855","Eastlake Village South",2011-01-16,"Single Asset","US","Retail","In January 2011, Westwood Financial sold Eastlake Village South to  Eastlake Village Ventures LLC. The retail property is located in San Diego, CA, US.","Unidentified Buyer/s","Westwood Financial","North America","US","CA","San Diego","Retail, Shopping Center","Eastlake Village South","Other","Fund Manager",20,NA,43471,NA,"2011-01","San Diego",0,2011-01-01,0.17,"1516168","1352622","163546","10.8",432111.720197495,"2011","1068251","728830","695933","624028","71905","32897","339421","695933","528811","96192","57874","177479","641585","480296","60521","27292","18171","12462","42843","22.4","624028","275618","120997","145208","36482","45723","624028","2103","23358","56297","13005","67654","23031","13949","43738","95670","141825","71258","34766","37374","624028","470806","102310","50161","751","468194","32624","23358","45021","38544","56166","80262","61704","69405","30402","30708","60797","81144","384631","81896","100942","15361","67139","29179","21714","9288","11789","6765","27833","273391","73106","95617","30482","194803","44695","58055","32381","51758","42216","1286308","1058370","843260","316380","227938","288431","860822","667873","600349","479027","458493","32238","121322","67524","35287","25707","11009","32237","192949","144788","104491","49124","48161","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2856","Central Campus",2011-01-15,"Single Asset","US","Office","In August 2011, a joint venture between Rockpoint Group and Presidio Investments acquired Central Campus from Applied Materials. The office property is located in Santa Clara, CA, US.","Rockpoint Group, Presidio Investments","Unidentified Seller/s","North America","US","CA","Santa Clara","Office, Office - R&D","Central Campus","Fund Manager, Fund Manager","Other",342,NA,310671,NA,"2011-01","Santa Clara",0,2011-01-01,0.17,"957986","860798","97188","10.1",482040.75528889,"2011","92143","63159","63159","56795","6364","0","28984","63159","47192","11700","7701","15212","54460","40278","6014","2018","2003","1874","2273","20.4","56795","29971","7536","12468","3419","3401","56795","0","2786","10966","1559","5924","1673","2337","2048","11057","10704","4460","1383","1898","56795","48880","4991","2890","34","42398","1487","1131","2049","3202","4613","5831","5649","10100","3892","4444","87015","105190","35963","106323","7886","19029","5464","21346","1317","9675","1367","5366","1493","27878","100226","113782","38472","14520","60714","81990","44418","86701","53763","117884","105837","88867","25999","12047","28164","78341","60835","54595","47344","45979","1610","7251","6240","4431","3496","1075","1809","17506","15206","11820","4211","2300","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"2857","Legacy Fountain Plaza",2011-01-15,"Single Asset","US","Residential","In January 2011, Invesco acquired Legacy Fountain Plaza from Legacy Partners. The residential complex is located in San Jose, CA, US.","Invesco","Legacy Partners","North America","US","CA","San Jose","Residential, Multi-Family","Legacy Fountain Plaza","Fund Manager","Fund Manager",91.2,NA,NA,NA,"2011-01","San Jose",0,2011-01-01,0.17,"957986","860798","97188","10.1",434034.953067248,"2011","757949","514849","514641","459994","54647","208","243100","514641","379427","78808","52752","145135","449872","353092","45848","15854","8487","9915","16676","25.9","459994","184010","84431","105058","35594","50901","459994","2044","28421","89227","10554","50139","15625","11990","22460","73351","81564","40508","22459","11652","459994","385271","46327","28100","296","305460","13092","13368","24937","22465","32337","43759","39672","51306","31642","32882","76593","99062","260459","101010","64576","15980","38727","25776","18913","9842","10185","5584","20569","221168","85050","108640","32301","84292","45427","65012","36480","57852","51742","963900","829477","645162","246483","134423","232841","632464","496210","443495","371778","346920","29909","71717","52715","30875","21956","9882","21840","136254","105512","73360","36825","30742","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"2858","Napa Airport Centre",2011-01-15,"Single Asset","US","Industrial","In January 2011, Brixton Capital acquired Napa Airport Centre from an unidentified seller. The industrial property is located in Napa, CA, US.","Brixton Capital","Unidentified Seller/s","North America","US","CA","Napa","Industrial","Napa Airport Centre","Fund Manager","Other",NA,NA,256669,NA,"2011-01","Napa",0,2011-01-01,0.17,"70076","62686","7390","10.5",389059.702212431,"2011","61200","42219","42132","37934","4198","87","18981","42132","30952","5814","2479","11820","37569","29627","3370","536","1070","893","2073","20.8","37934","13735","8439","7475","4213","4072","37934","1863","2439","4640","1032","3550","710","772","1746","4489","8061","4647","2713","1272","37934","28650","4138","5146","0","28905","814","1607","3212","2456","5348","4629","4155","3586","1494","1604","55719","76523","23509","76177","7736","17177","5362","26027","1181","7789","936","N","1934","19408","59473","80642","28729","9497","44510","62959","30908","40660","45799","77030","63383","52789","20619","13647","18397","49040","39865","35778","27666","27037","1329","8112","4087","1614","1228","605","2473","9175","7685","5133","3362","1490","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
